BID,RP_norm,RP_area_raw,SPLIT_SEQ,Area_Mult,RP_area_adjusted,RP_area_pctile,SolarAcMEAN,AspectMEANBID,aspect_north_factor,combined_solar,solar_risk,solar_push,RP_solar_only,SlopeMEAN50ft,slope_risk,slope_push,wetland_push,RP_final,RP_S_norm,RP_S_area_raw,RP_S_area_adjusted,RP_S_area_pctile,RP_S_final,CI,zone_count,water_type,SpringChinookRID,salmon_present,salmon_species,Fish_simple,SR_Zone,PADUS_Manager,Manager_Category,BFW,BFW_class,is_hmz,Priority_Tier,Zoning_Group,CITY_UGA,COUNTY_NM,temp_impaired,temp_impaired_cat,fecal_impaired,fecal_impaired_cat,sediment_impaired,sediment_impaired_cat,any_impaired,qc_poly_count,qc_dom_domain,qc_pct_D1,qc_mean_M,qc_mean_D,qc_mean_C,qc_mean_I,qc_mean_I_S
T2227_2,92.06,52342513.0,2,1.0,52342513.0,70.6,965.0,294.9,0.031,980.1,0.579,6.29,98.35,13.69,0.38,1.72,0.0,100.0,92.06,52342513.0,52342513.0,70.3,100.0,70.3,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,4,D4_HerbGround,0.0,0.008,0.657,,0.0,0.0
T2228_1,62.59,350926870.0,1,0.5,175463435.0,94.9,935.9,33.7,0.114,989.3,0.608,4.16,66.75,13.41,0.371,1.06,2.522,70.33,63.46,356314305.0,178157153.0,94.9,71.28,67.6,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,"NRCS, TRIB",Federal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,113,D1_Forest,59.4,0.17,0.421,,0.114,0.095
T2228_2,77.83,485657958.0,2,1.0,485657958.0,99.6,935.9,224.1,-0.02,926.5,0.421,3.74,81.57,7.11,0.132,0.49,3.953,86.01,78.12,486917447.0,486917447.0,99.6,86.32,86.0,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,"NRCS, TRIB",Federal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,52,D4_HerbGround,5.6,0.013,0.853,,0.011,0.009
T2229_1,79.64,175558967.0,1,0.5,87779484.0,83.8,974.8,95.7,-0.003,973.6,0.559,5.1,84.74,5.48,0.067,0.26,4.07,89.07,79.64,175558967.0,87779484.0,83.6,89.07,74.5,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,22,D3_Shrub_NoComp,0.0,0.006,0.697,,0.0,0.0
T2229_2,76.25,169820939.0,2,1.0,169820939.0,94.5,974.8,274.8,0.005,977.2,0.57,4.94,81.19,9.17,0.215,0.78,3.844,85.82,76.39,170224337.0,170224337.0,94.4,85.97,81.2,4,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,41,D3_Shrub_NoComp,17.0,0.053,0.69,,0.035,0.03
T2230_1,51.35,28648952.0,1,0.5,14324476.0,32.7,957.7,293.0,0.015,965.0,0.532,2.87,54.22,13.12,0.361,0.81,0.0,55.03,51.8,28914013.0,14457006.0,32.5,55.52,18.0,4,,Y,True,Spring Chinook; Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P2,Agriculture,,Whatcom County,False,,False,,False,,False,16,D1_Forest,86.7,0.402,0.113,,0.161,0.15
T2230_2,64.57,34285250.0,2,1.0,34285250.0,57.6,957.7,284.2,0.013,963.9,0.529,3.76,68.33,11.77,0.314,0.93,0.0,69.26,65.21,34618014.0,34618014.0,57.5,69.95,40.2,3,,Y,True,Spring Chinook; Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,True,P2,Agriculture,,Whatcom County,False,,False,,False,,False,9,D3_Shrub_NoComp,40.8,0.074,0.335,,0.045,0.034
T2231_1,72.13,157095557.0,1,0.5,78547778.0,81.3,978.4,119.5,-0.014,971.8,0.553,4.48,76.61,16.06,0.453,1.53,0.031,78.18,72.56,157870270.0,78935135.0,81.3,78.65,63.9,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,23,D4_HerbGround,21.9,0.069,0.602,,0.051,0.042
T2231_2,61.86,101918540.0,2,1.0,101918540.0,86.8,978.4,305.2,0.073,1013.9,0.681,4.59,66.45,19.87,0.545,1.53,0.237,68.22,62.53,103124934.0,103124934.0,86.9,68.97,59.9,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,50,D1_Forest,62.5,0.118,0.216,,0.075,0.059
T2232_1,81.12,110748527.0,1,0.5,55374263.0,72.2,899.4,99.0,-0.004,897.8,0.346,3.23,84.35,,0.5,1.94,1.057,87.34,81.37,111036125.0,55518063.0,72.0,87.62,63.1,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,12,D4_HerbGround,10.3,0.026,0.692,,0.032,0.03
T2232_2,86.28,138984143.0,2,1.0,138984143.0,91.9,899.4,359.7,0.045,919.7,0.401,4.03,90.31,,0.5,2.09,0.108,92.51,86.3,139003853.0,139003853.0,91.8,92.54,85.0,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,16,D4_HerbGround,0.4,0.008,0.898,,0.001,0.001
T2233_1,82.36,46382502.0,1,0.5,23191251.0,45.7,890.6,350.2,0.051,913.4,0.385,3.66,86.02,16.77,0.472,1.87,0.0,87.89,82.58,46499993.0,23249997.0,45.4,88.13,40.0,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,11,D4_HerbGround,18.4,0.039,0.869,,0.065,0.061
T2233_2,90.3,50367172.0,2,1.0,50367172.0,69.5,890.6,258.0,-0.016,883.6,0.314,3.33,93.63,13.97,0.389,1.72,0.838,96.19,90.34,50385054.0,50385054.0,69.1,96.23,66.5,3,,N,True,Sockeye; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,13,D4_HerbGround,1.8,0.016,0.747,,0.001,0.001
T2234_1,85.1,66257401.0,1,0.5,33128700.0,56.5,963.8,13.5,0.039,982.6,0.587,5.8,90.9,3.48,0.016,0.07,0.0,90.97,85.13,66279036.0,33139518.0,56.2,91.0,51.1,3,,N,False,,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,11,D4_HerbGround,0.8,0.005,0.892,,0.001,0.001
T2234_2,69.99,44545752.0,2,1.0,44545752.0,65.8,963.8,251.7,-0.015,956.7,0.507,3.96,73.95,7.31,0.14,0.46,0.0,74.41,70.26,44713635.0,44713635.0,65.5,74.7,48.9,3,,N,False,,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,15,D3_Shrub_NoComp,20.8,0.034,0.696,,0.066,0.061
T2235_1,61.92,322339207.0,1,0.5,161169604.0,93.9,955.8,16.9,0.213,1057.7,0.787,5.31,67.23,11.16,0.291,0.82,0.053,68.1,63.02,327508477.0,163754239.0,94.0,69.33,65.2,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P2,Urban/UGA,Bellingham UGA,Whatcom County,True,2,True,5,False,,True,92,D1_Forest,45.1,0.092,0.316,,0.083,0.066
T2235_2,60.64,347949779.0,2,1.0,347949779.0,99.0,955.8,132.1,-0.149,884.4,0.315,2.08,62.72,10.24,0.256,0.7,0.002,63.42,61.77,354733517.0,354733517.0,99.0,64.61,64.0,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P2,Urban/UGA,Bellingham UGA,Whatcom County,True,2,True,5,False,,True,72,D1_Forest,54.6,0.149,0.33,,0.141,0.116
T2236_1,47.15,1034973.0,1,0.5,517487.0,3.2,1005.2,91.4,-0.002,1004.1,0.653,3.18,50.33,2.01,0.003,0.01,0.0,50.34,49.4,1084413.0,542206.0,3.3,52.77,1.7,1,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P2,Urban/UGA,Bellingham UGA,Whatcom County,True,2,True,5,False,,True,2,D1_Forest,100.0,0.18,0.135,0.109,0.143,0.102
T2236_2,47.06,7046395.0,2,1.0,7046395.0,18.9,1005.2,137.6,-0.022,994.2,0.622,3.02,50.08,9.39,0.224,0.45,0.0,50.53,49.33,7378597.0,7378597.0,19.3,53.01,10.2,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P2,Urban/UGA,Bellingham UGA,Whatcom County,True,2,True,5,False,,True,6,D1_Forest,100.0,0.171,0.127,0.083,0.129,0.09
T2237_1,61.67,32601895.0,1,0.5,16300948.0,35.9,968.1,225.0,-0.122,908.9,0.373,2.51,64.18,12.14,0.328,0.92,0.0,65.1,62.83,32920683.0,16460341.0,35.9,66.33,23.8,3,,N,False,,fish,Lower Mainstem Nooksack,CITY,Local,1.0,Headwater/Ditch,False,P3,Urban/UGA,Bellingham,Whatcom County,False,,False,,False,,False,35,D4_HerbGround,37.6,0.034,0.675,,0.106,0.096
T2237_2,82.59,107222521.0,2,1.0,107222521.0,87.8,968.1,346.5,0.171,1051.0,0.772,7.37,89.96,,0.5,1.99,0.437,92.38,82.82,107497333.0,107497333.0,87.6,92.64,81.2,3,,N,False,,fish,Lower Mainstem Nooksack,CITY,Local,1.0,Headwater/Ditch,False,P3,Urban/UGA,Bellingham,Whatcom County,False,,False,,False,,False,70,D4_HerbGround,11.4,0.02,0.606,,0.029,0.025
T2237_3,84.4,72639745.0,3,1.25,90799681.0,84.5,968.1,225.3,-0.205,868.9,0.283,2.77,87.17,12.11,0.327,1.33,0.4,88.9,84.45,72692701.0,90865876.0,84.3,88.96,75.0,3,,N,False,,fish,Lower Mainstem Nooksack,CITY,Local,1.0,Headwater/Ditch,False,P3,Urban/UGA,Bellingham,Whatcom County,False,,False,,False,,False,25,D4_HerbGround,2.3,0.011,0.757,,0.005,0.005
T2239_1,54.64,32044885.0,1,0.5,16022443.0,35.4,1036.4,277.5,0.022,1047.6,0.766,4.45,59.09,9.16,0.214,0.52,0.858,60.47,56.21,32954047.0,16477023.0,35.9,62.21,22.3,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower MF Nooksack,,Private/Unknown,3.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,33,D1_Forest,58.8,0.147,0.418,,0.164,0.139
T2239_2,44.43,24776216.0,2,1.0,24776216.0,47.7,1036.4,315.4,0.094,1085.2,0.834,3.78,48.21,7.76,0.158,0.3,0.621,49.13,46.15,25763480.0,25763480.0,48.5,51.04,24.8,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower MF Nooksack,,Private/Unknown,3.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,24,D1_Forest,79.4,0.205,0.29,,0.247,0.218
T2240_1,39.47,3450938.0,1,0.5,1725469.0,6.8,969.4,318.6,0.187,1060.1,0.791,3.11,42.58,11.14,0.291,0.48,0.0,43.06,41.71,3646987.0,1823493.0,7.0,45.54,3.2,2,,Y,True,Spring Chinook; Coho; Dolly Varden / Bull Trout,fish,Lower MF Nooksack,,Private/Unknown,3.0,Headwater/Ditch,True,P2,Rural Residential,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.244,0.31,0.244,0.267,0.226
T2240_2,40.51,5306599.0,2,1.0,5306599.0,15.0,969.4,241.0,-0.064,938.4,0.455,1.85,42.36,10.99,0.284,0.48,0.0,42.84,42.48,5586683.0,5586683.0,15.5,44.94,7.0,2,,Y,True,Spring Chinook; Coho; Dolly Varden / Bull Trout,fish,Lower MF Nooksack,,Private/Unknown,3.0,Headwater/Ditch,True,P2,Rural Residential,,Whatcom County,False,,False,,False,,False,6,D1_Forest,100.0,0.243,0.322,0.174,0.25,0.211
T2241_1,90.97,105796280.0,1,0.5,52898140.0,71.0,913.4,305.1,0.389,1091.2,0.844,9.04,100.0,36.78,0.819,3.65,0.0,100.0,90.97,105796280.0,52898140.0,70.6,100.0,70.6,2,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,7.0,Small Stream,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,4,D4_HerbGround,0.0,0.007,0.699,,0.0,0.0
T2241_2,91.29,518661075.0,2,1.0,518661075.0,99.7,913.4,119.7,-0.026,901.5,0.355,3.81,95.1,11.45,0.303,1.36,0.0,96.46,91.29,518661075.0,518661075.0,99.7,96.46,96.2,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,TRIB,Tribal,7.0,Small Stream,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,7,D4_HerbGround,0.0,0.008,0.67,,0.0,0.0
T2242_1,22.36,28952830.0,1,0.5,14476415.0,32.9,1003.1,226.3,-0.509,747.8,0.101,0.2,22.56,58.74,0.971,0.8,0.0,23.36,21.63,28152432.0,14076216.0,31.9,22.6,7.2,3,,N,False,,fish,Lower NF Nooksack,USFS,Federal,3.0,Headwater/Ditch,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,22,D1_Forest,91.1,0.649,0.31,0.944,0.619,0.632
T2242_2,17.94,16640194.0,2,1.0,16640194.0,36.5,1003.1,280.7,0.141,1073.8,0.817,1.25,19.19,56.33,0.961,0.61,0.0,19.8,17.16,15930680.0,15930680.0,35.0,18.92,6.6,3,,N,False,,fish,Lower NF Nooksack,USFS,Federal,3.0,Headwater/Ditch,False,P3,Federal Forest,,Whatcom County,False,,False,,False,,False,24,D1_Forest,99.0,0.806,0.273,0.945,0.661,0.676
T2243_1,58.41,6310918.0,1,0.5,3155459.0,10.2,987.5,179.7,-0.124,926.2,0.42,2.64,61.05,5.42,0.065,0.17,0.0,61.22,59.54,6439984.0,3219992.0,10.3,62.42,6.4,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,10,D1_Forest,63.0,0.17,0.322,,0.139,0.119
T2243_2,47.68,4848126.0,2,1.0,4848126.0,14.0,987.5,300.7,0.087,1030.6,0.726,3.58,51.26,5.1,0.055,0.11,0.0,51.37,49.45,5029607.0,5029607.0,14.3,53.31,7.6,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,5,D1_Forest,100.0,0.2,0.151,0.034,0.133,0.101
T2244_1,65.97,4948900.0,1,0.5,2474450.0,8.6,991.6,305.2,0.118,1050.3,0.771,5.62,71.59,6.85,0.122,0.37,0.0,71.96,66.91,5073852.0,2536926.0,8.7,73.0,6.4,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,6,D1_Forest,60.0,0.196,0.304,,0.135,0.113
T2244_2,41.88,3121122.0,2,1.0,3121122.0,10.1,991.6,223.2,-0.086,948.8,0.484,2.04,43.92,8.3,0.18,0.32,0.0,44.24,43.94,3273121.0,3273121.0,10.4,46.44,4.8,2,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,3,D1_Forest,100.0,0.278,0.091,0.358,0.237,0.199
T2245_1,64.67,75409828.0,1,0.5,37704914.0,60.7,882.7,209.5,-0.111,833.8,0.218,1.55,66.22,24.8,0.644,1.91,0.0,68.13,65.57,76186926.0,38093463.0,60.6,69.08,41.9,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,24,D4_HerbGround,21.6,0.098,0.593,,0.096,0.086
T2245_2,62.79,53652457.0,2,1.0,53652457.0,71.3,882.7,308.9,0.15,949.1,0.485,3.33,66.12,,0.5,1.43,0.0,67.55,63.97,54598451.0,54598451.0,71.5,68.84,49.2,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,13,D4_HerbGround,36.0,0.141,0.439,,0.113,0.095
T2246_1,47.25,15111465.0,1,0.5,7555732.0,19.9,932.2,289.6,0.092,975.2,0.564,2.75,50.0,,0.5,1.02,0.029,51.05,49.16,15682065.0,7841033.0,20.3,53.14,10.8,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,SFW,State,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,12,D1_Forest,84.6,0.166,0.332,,0.182,0.155
T2246_2,51.7,13460239.0,2,1.0,13460239.0,31.1,932.2,319.2,0.216,1032.8,0.732,3.98,55.68,12.62,0.345,0.78,0.054,56.51,53.54,13938935.0,13938935.0,31.7,58.56,18.6,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,SFW,State,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,12,D1_Forest,82.0,0.21,0.294,,0.155,0.12
T2247_1,69.37,27479789.0,1,0.5,13739894.0,31.7,866.1,230.7,-0.259,754.1,0.108,0.84,70.21,40.27,0.855,2.76,0.0,72.97,69.94,27709179.0,13854589.0,31.5,73.57,23.2,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,SFW,State,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,12,D2_Shrub_Comp,11.9,0.195,0.481,,0.171,0.15
T2247_2,62.25,11665583.0,2,1.0,11665583.0,27.9,866.1,355.9,0.496,1081.0,0.828,5.63,67.88,45.22,0.895,2.53,0.0,70.41,63.17,11885966.0,11885966.0,28.1,71.47,20.1,3,,N,True,Coho; Dolly Varden / Bull Trout,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,12,D2_Shrub_Comp,44.1,0.266,0.206,,0.246,0.215
T2248_1,29.35,5546896.0,1,0.5,2773448.0,9.3,807.6,46.0,0.651,1070.5,0.811,2.24,31.59,51.86,0.939,1.08,0.0,32.67,28.83,5459736.0,2729868.0,9.1,32.07,2.9,3,,N,False,,fish,Upper MF Nooksack,SDNR,State,1.0,Headwater/Ditch,False,P3,Commercial Forest,,Whatcom County,False,,False,,False,,False,10,D1_Forest,100.0,0.397,0.322,0.713,0.466,0.473
T2248_2,55.57,685248.0,2,1.0,685248.0,3.8,807.6,72.0,0.241,904.9,0.363,2.15,57.72,47.69,0.913,2.25,0.0,59.97,55.81,688195.0,688195.0,3.8,60.24,2.3,2,,N,False,,fish,Upper MF Nooksack,SDNR,State,1.0,Headwater/Ditch,False,P3,Commercial Forest,,Whatcom County,False,,False,,False,,False,4,D2_Shrub_Comp,26.0,0.32,0.416,0.519,0.413,0.399
T2249_1,31.71,175236007.0,1,0.5,87618003.0,83.7,1106.3,105.3,-0.189,1001.9,0.647,1.96,33.67,47.99,0.915,1.15,0.0,34.82,31.69,175227248.0,87613624.0,83.5,34.8,29.1,3,,N,False,,fish,Upper MF Nooksack,SDNR,State,3.0,Headwater/Ditch,False,P3,Commercial Forest,,Whatcom County,False,,False,,False,,False,55,D1_Forest,100.0,0.39,0.207,0.755,0.435,0.435
T2249_2,31.81,171181045.0,2,1.0,171181045.0,94.7,1106.3,206.8,-0.526,815.2,0.188,0.57,32.38,49.44,0.925,1.17,0.0,33.55,32.27,174363879.0,174363879.0,94.7,34.04,32.2,3,,N,False,,fish,Upper MF Nooksack,SDNR,State,3.0,Headwater/Ditch,False,P3,Commercial Forest,,Whatcom County,False,,False,,False,,False,25,D1_Forest,99.6,0.341,0.156,0.917,0.449,0.436
T2250_1,51.02,29811934.0,1,0.5,14905967.0,33.6,906.1,326.8,0.259,1023.2,0.707,3.79,54.81,32.25,0.762,1.7,0.4,56.91,52.08,30458936.0,15229468.0,33.9,58.1,19.7,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Urban/UGA,Bellingham,Whatcom County,False,,False,,False,,False,43,D1_Forest,68.9,0.142,0.244,,0.19,0.172
T2250_2,41.79,35779622.0,2,1.0,35779622.0,58.9,906.1,213.1,-0.344,750.2,0.104,0.44,42.23,28.34,0.703,1.23,0.105,43.56,43.11,36902720.0,36902720.0,59.5,44.95,26.7,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Urban/UGA,Bellingham,Whatcom County,False,,False,,False,,False,25,D1_Forest,96.3,0.16,0.211,,0.244,0.219
T2251_1,59.13,15768843.0,1,0.5,7884422.0,20.6,977.7,47.0,0.04,997.4,0.633,4.04,63.17,10.92,0.282,0.75,0.0,63.92,59.75,15934035.0,7967017.0,20.6,64.6,13.3,3,,N,False,,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,10,D1_Forest,56.9,0.254,0.275,,0.099,0.087
T2251_2,48.59,5649493.0,2,1.0,5649493.0,15.8,977.7,207.1,-0.139,909.7,0.376,1.9,50.49,7.82,0.161,0.34,0.0,50.83,49.44,5743113.0,5743113.0,15.9,51.72,8.2,2,,N,False,,fish,Lower Mainstem Nooksack,TRIB,Tribal,1.0,Headwater/Ditch,False,P3,Agriculture,,Whatcom County,False,,False,,False,,False,3,D1_Forest,88.2,0.358,0.04,0.005,0.141,0.124
T2252_1,64.68,132219364.0,1,0.5,66109682.0,76.9,934.6,299.5,0.154,1006.6,0.659,4.69,69.37,14.42,0.403,1.2,0.529,71.1,65.62,133984702.0,66992351.0,77.0,72.14,55.5,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,43,D4_HerbGround,41.4,0.075,0.647,,0.101,0.086
T2252_2,59.67,143099399.0,2,1.0,143099399.0,92.4,934.6,280.7,0.083,973.2,0.557,3.6,63.27,13.88,0.386,1.04,0.362,64.67,60.74,145357293.0,145357293.0,92.4,65.84,60.8,3,,N,False,,fish,Lower Mainstem Nooksack,,Private/Unknown,1.0,Headwater/Ditch,False,P3,Rural Residential,,Whatcom County,False,,False,,False,,False,31,D1_Forest,44.4,0.106,0.441,,0.139,0.119
T2253_1,73.72,207486409.0,1,0.5,103743204.0,87.1,993.6,154.8,-0.264,862.2,0.269,2.24,75.96,5.69,0.075,0.26,2.934,79.16,73.87,208091738.0,104045869.0,87.0,79.31,69.0,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,31,D3_Shrub_NoComp,23.9,0.046,0.649,,0.033,0.028
T2253_2,82.21,248898328.0,2,1.0,248898328.0,97.6,993.6,321.6,0.234,1110.1,0.872,8.27,90.48,,0.5,1.98,4.35,96.81,82.23,248922096.0,248922096.0,97.5,96.83,94.4,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,23,D4_HerbGround,0.3,0.005,0.937,,0.0,0.0
T2254_1,65.83,15357771.0,1,0.5,7678886.0,20.1,1038.8,172.5,-0.678,686.6,0.05,0.36,66.19,21.84,0.588,1.78,0.0,67.97,66.9,15574086.0,7787043.0,20.2,69.08,14.0,3,,N,True,Coho; Winter Steelhead; Fall Chum; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,9,D4_HerbGround,27.8,0.102,0.226,,0.077,0.065
T2254_2,40.89,4955560.0,2,1.0,4955560.0,14.2,1038.8,17.0,0.55,1324.7,0.99,4.06,44.95,16.59,0.468,0.8,0.0,45.75,42.11,5109798.0,5109798.0,14.5,47.15,6.8,3,,N,True,Coho; Winter Steelhead; Fall Chum; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,6,D1_Forest,98.8,0.246,0.109,,0.266,0.243
T2255_1,68.48,48998295.0,1,0.5,24499147.0,47.4,981.5,163.1,-0.166,900.0,0.351,2.68,71.16,8.21,0.176,0.56,2.859,74.58,68.59,49125656.0,24562828.0,47.1,74.69,35.2,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,22,D3_Shrub_NoComp,38.7,0.099,0.609,,0.122,0.115
T2255_2,80.69,81415919.0,2,1.0,81415919.0,82.2,981.5,355.4,0.544,1248.7,0.971,9.01,89.7,8.16,0.174,0.67,2.593,92.96,81.05,82027085.0,82027085.0,82.1,93.38,76.7,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,24,D4_HerbGround,42.6,0.098,0.487,,0.102,0.087
T2256_1,75.79,63094858.0,1,0.5,31547429.0,55.1,992.4,119.5,-0.11,938.0,0.454,3.9,79.69,4.11,0.029,0.11,3.548,83.35,75.93,63241811.0,31620905.0,54.7,83.5,45.7,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,17,D3_Shrub_NoComp,4.5,0.033,0.765,,0.064,0.051
T2256_2,81.37,56404257.0,2,1.0,56404257.0,72.7,992.4,300.0,0.208,1095.8,0.851,7.98,89.35,4.13,0.03,0.12,3.38,92.85,81.37,56404257.0,56404257.0,72.5,92.84,67.3,3,,N,True,Coho; Winter Steelhead; Dolly Varden / Bull Trout,fish,Frontal/Coastal multiple,,Private/Unknown,7.0,Small Stream,False,P4,Rural Residential,,Whatcom County,False,,False,,False,,False,10,D3_Shrub_NoComp,0.0,0.006,0.818,,0.0,0.0
