BID,asp,af
T11225_1,168.0,-0.657
T11244_2,4.5,0.17
T3260_2,91.9,-0.022
AC474_4,13.7,0.237
T10943_1,46.6,0.098
T3279_2,194.4,-0.475
T11113_2,198.1,-0.057
T11124_1,173.0,-0.106
T3259_2,86.6,0.043
T11175_2,276.0,0.016
T11175_1,183.9,-0.142
T3185_2,323.8,0.454
T3279_1,153.2,-0.38
AC449_3,169.0,-0.243
AC269_1,233.0,-0.087
T3255_2,204.9,-0.461
T11106_2,281.4,0.143
T11106_1,337.0,0.523
T3268_1,347.3,0.569
T11107_1,177.5,-0.619
T3281_2,320.3,0.208
T11120_1,64.2,0.27
T17883_2,328.7,0.38
T16982_1,161.2,-0.534
T11107_2,167.7,-0.56
T11143_2,272.3,0.009
T11125_2,170.9,-0.674
T11173_1,27.1,0.269
T15503_1,193.8,-0.294
T11118_2,201.7,-0.258
T11089_2,212.5,-0.217
T11118_1,142.3,-0.41
T3302_1,186.2,-0.641
T11125_1,166.8,-0.717
T11064_2,233.1,-0.197
T3302_2,164.8,-0.575
T3271_1,336.9,0.299
T11233_2,262.0,-0.018
T11064_1,351.9,0.163
T11138_1,103.3,-0.073
T11138_2,273.7,0.018
T3271_2,304.0,0.22
AC291_4,165.8,-0.665
T10974_2,284.8,0.055
T11140_1,66.4,0.164
T3264_2,246.4,-0.273
T11104_2,281.3,0.041
T3267_2,222.2,-0.597
T11104_1,34.8,0.73
AC289_1,159.7,-0.369
T11123_1,207.8,-0.186
T3291_1,7.7,0.412
T3280_2,313.7,0.101
T11165_1,136.9,-0.459
T3250_2,306.1,0.158
L333_2,318.8,0.094
T3291_2,218.1,-0.502
T17904_1,167.3,-0.248
T11247_2,279.6,0.058
T17908_1,170.7,-0.39
T3281_1,159.4,-0.302
T3185_1,336.3,0.316
T17906_2,213.8,-0.278
T3259_1,147.7,-0.563
T11188_2,144.8,-0.32
T3261_1,77.2,0.161
T11140_2,145.8,-0.192
AC448_2,222.7,-0.064
T3260_1,125.2,-0.444
AC445_5,231.6,-0.151
T3154_1,78.7,0.034
AC445_3,258.8,-0.009
T11234_1,13.3,0.021
T11223_2,95.2,-0.021
AC421_1,234.9,-0.026
AC213_1,335.5,0.03
AC293_1,153.8,-0.626
T3278_1,148.2,-0.254
T3233_2,278.6,0.019
T3233_1,63.5,0.347
AC472_1,96.9,-0.076
AC447_2,223.2,-0.082
AC256_2,284.5,0.059
T17800_2,243.4,-0.296
T17800_1,43.4,0.529
AC474_3,242.6,-0.084
AC2540_4,286.4,0.239
L335_2,286.6,0.056
T11048_1,321.0,0.478
T11141_1,326.7,0.123
T11048_2,292.1,0.277
T11153_2,218.8,-0.205
T3284_1,169.1,-0.355
T16999_1,3.2,0.574
T11228_2,295.6,0.223
T11172_1,38.5,0.519
AC445_2,186.6,-0.971
T11108_2,337.6,0.157
T3267_1,224.8,-0.536
T11145_2,355.0,0.383
AC446_1,341.2,0.183
T3282_1,144.3,-0.562
AC447_1,158.3,-0.776
T15484_2,204.6,-0.44
AC265_1,29.3,0.549
T3280_1,198.6,-0.275
T11062_2,355.2,0.28
T3297_1,355.8,0.208
T11220_2,231.9,-0.307
T11121_2,296.9,0.054
AC443_4,12.9,0.23
AC425_4,276.2,0.012
T11149_1,324.3,0.462
T11137_2,251.5,-0.09
AC346_4,322.7,0.429
AC471_3,319.3,0.052
AC472_3,346.3,0.326
T3284_2,265.6,-0.013
T11063_2,220.7,-0.415
T11153_1,150.6,-0.369
T3277_2,110.8,-0.19
T3249_2,268.8,-0.006
AC361_2,323.8,0.189
T3278_2,206.7,-0.574
AC275_2,214.7,-0.397
AC287_1,152.4,-0.318
T11229_1,311.8,0.267
AC423_7,277.9,0.019
AC269_6,279.4,0.035
AC448_1,183.2,-0.127
T11215_1,354.5,0.233
T11215_2,330.9,0.181
T11265_2,351.6,0.082
T11072_1,339.9,0.034
T11186_1,179.1,-0.084
AC500_1,2.1,0.145
AC411_4,274.5,0.017
T11244_3,296.5,0.067
T11121_1,145.4,-0.563
T11143_1,133.3,-0.546
T15501_2,308.7,0.362
AC450_2,208.8,-0.121
T15500_1,168.1,-0.385
T11062_1,136.1,-0.155
T11161_1,50.6,0.249
T17544_2,264.1,-0.038
T11167_2,61.3,0.247
AC389_3,231.2,-0.11
AC287_3,261.2,-0.03
L336_2,334.8,0.034
T11074_2,7.3,0.246
AC463_3,221.7,-0.159
T11251_2,135.2,-0.252
T11072_2,232.8,-0.06
AC431_1,187.7,-0.222
T11277_1,7.1,0.123
AC451_1,154.4,-0.326
T3325_2,306.7,0.144
T3325_1,326.0,0.168
L334_3,280.1,0.062
T11142_2,198.8,-0.603
AC367_2,260.2,-0.024
T3249_1,25.3,0.177
T17521_2,354.6,0.057
T17521_1,34.2,0.074
L337_2,316.3,0.004
T11092_2,343.4,0.259
T3261_2,146.0,-0.683
T11135_2,233.9,-0.07
T15502_1,184.8,-0.464
T11162_2,298.6,0.112
T17543_2,356.8,0.45
L337_4,238.4,-0.106
T3324_2,305.5,0.216
T11173_2,247.6,-0.097
AC443_2,223.7,-0.053
AC389_2,157.5,-0.632
T11141_2,239.8,-0.117
L335_4,222.8,-0.364
T11270_2,317.1,0.258
L338_1,30.6,0.021
T3324_1,171.7,-0.374
T3277_1,141.4,-0.445
T17545_2,11.9,0.317
AC470_3,11.6,0.098
T3318_2,339.0,0.708
T3319_1,328.1,0.253
AC472_2,200.4,-0.167
AC263_3,288.5,0.052
T17543_1,151.4,-0.584
AC307_4,300.1,0.273
AC305_2,0.1,0.483
T11163_2,173.5,-0.478
L337_1,67.2,0.076
AC446_2,202.5,-0.291
T3315_2,326.5,0.444
T15505_1,355.9,0.289
AC500_2,251.7,-0.018
T11145_1,174.2,-0.292
T3268_2,281.8,0.137
AC500_3,236.4,-0.088
T11172_2,288.6,0.084
T11228_1,16.8,0.56
T17545_1,185.1,-0.59
T11136_2,286.2,0.014
AC471_2,284.9,0.046
T11163_1,164.3,-0.475
AC265_2,290.7,0.071
L340_1,290.1,0.101
AC2540_1,27.2,0.598
AC361_1,166.0,-0.677
T15501_1,145.2,-0.413
AC423_3,208.0,-0.333
T3303_2,208.1,-0.419
T3303_1,318.9,0.08
T17544_1,185.6,-0.177
AC471_4,138.9,-0.74
T11167_1,200.6,-0.15
T11233_1,25.4,0.139
L335_1,182.7,-0.496
T3258_2,135.2,-0.319
L339_1,256.6,-0.031
T11259_2,348.1,0.094
T11187_2,295.8,0.183
T11241_1,334.8,0.324
T17671_2,308.7,0.326
T3296_1,155.1,-0.54
T11238_2,101.4,-0.157
T11162_1,211.3,-0.17
T17671_1,99.5,-0.049
T11171_2,227.7,-0.036
T17883_1,169.3,-0.445
AC2540_2,282.2,0.03
T11154_1,182.0,-0.717
T11239_2,299.8,0.047
T11284_2,349.9,0.034
T11237_2,346.9,0.633
T11237_1,329.6,0.053
AC256_4,266.5,-0.018
T11239_1,353.8,0.083
AC2540_3,221.6,-0.503
T11149_2,287.0,0.217
T11142_1,201.3,-0.669
T3323_1,333.6,0.095
T11135_1,198.8,-0.195
AC470_1,305.0,0.075
T15504_1,24.6,0.486
T3322_2,348.3,0.218
T3296_2,198.6,-0.541
AC443_3,168.7,-0.129
T3315_1,190.2,-0.205
AC307_3,243.3,-0.123
T3293_1,182.4,-0.966
AC305_3,278.5,0.03
T11181_2,238.0,-0.123
T3272_2,250.1,-0.077
T16999_2,224.5,-0.311
T16969_2,318.7,0.606
T11129_2,316.1,0.12
T11129_1,335.4,0.06
AC305_1,229.4,-0.503
T11171_1,153.8,-0.385
AC499_3,311.4,0.501
T15505_2,247.2,-0.235
T11185_2,238.9,-0.148
T11185_1,96.1,-0.017
T11181_1,145.8,-0.097
T3319_2,271.7,0.012
AC423_1,329.6,0.105
T11136_1,209.7,-0.147
T3272_1,58.0,0.43
T11216_1,241.2,-0.143
T3318_1,163.1,-0.398
AC269_4,251.1,-0.058
T17519_1,347.1,0.231
T11241_2,271.7,0.012
AC263_2,183.4,-0.32
T11154_2,205.2,-0.644
AC501_1,334.3,0.083
T11235_1,29.7,0.37
T3297_2,287.0,0.073
L336_1,40.7,0.168
T11134_1,349.0,0.783
AC471_1,179.0,-0.672
T11205_2,253.4,-0.095
AC324_3,339.6,0.879
AC474_2,187.1,-0.437
T11156_2,230.1,-0.555
T11092_1,171.5,-0.105
T3292_2,284.3,0.085
T3314_1,349.1,0.643
T3276_1,359.5,0.664
T11238_1,140.8,-0.521
T11208_1,122.9,-0.339
T3288_1,214.2,-0.654
T16971_1,355.9,0.726
T3288_2,234.3,-0.431
AC287_4,204.5,-0.436
AC472_4,208.8,-0.473
T11229_2,281.7,0.085
T11257_2,280.6,0.081
T11257_1,163.1,-0.177
T11196_1,152.0,-0.105
T3316_2,353.4,0.692
AC489_4,356.1,0.674
T11112_1,80.2,0.107
T11112_2,21.2,0.557
T11073_1,329.2,0.623
AC499_2,260.6,-0.042
T11065_1,23.1,0.708
T11213_1,81.8,0.103
AC265_3,186.5,-0.422
T3292_1,132.3,-0.185
T3305_1,142.7,-0.323
T11160_1,150.1,-0.508
AC267_3,1.5,0.404
AC485_4,330.7,0.12
AC411_3,179.1,-0.587
AC498_1,152.8,-0.885
T11203_2,17.6,0.527
T11265_1,160.8,-0.139
T3316_1,209.0,-0.147
T3306_2,260.4,-0.02
T11243_2,297.5,0.113
T11160_2,184.9,-0.491
T11281_1,353.1,0.36
AC389_4,207.1,-0.579
T11128_1,351.2,0.329
T16995_2,323.4,0.212
T16968_2,297.1,0.178
T11301_2,41.1,0.578
T16971_2,223.5,-0.244
T11166_1,54.9,0.327
T11343_2,265.2,-0.037
T3286_1,82.6,0.035
T11204_2,224.7,-0.271
T11204_1,82.8,0.065
T11152_1,164.3,-0.603
T16995_1,33.4,0.196
T11230_1,57.9,0.372
T11301_1,37.2,0.507
AC263_5,223.7,-0.172
T11187_1,323.5,0.147
T11277_2,12.5,0.032
T11270_1,158.0,-0.244
T11193_2,214.3,-0.204
T11326_1,287.6,0.132
T11217_1,283.3,0.127
T3286_2,49.9,0.29
T11152_2,172.5,-0.737
T11246_2,299.0,0.314
AC489_1,19.0,0.884
T3270_1,323.0,0.555
AC502_3,324.5,0.077
T11246_1,318.0,0.421
T11134_2,315.8,0.373
T11213_2,129.0,-0.198
AC269_5,173.5,-0.487
AC473_1,47.0,0.508
T11243_1,40.9,0.139
AC367_1,175.5,-0.807
T3276_2,321.1,0.441
T11291_2,314.2,0.346
T11291_1,22.9,0.692
T11131_1,10.9,0.675
AC421_3,240.5,-0.036
T11269_1,128.2,-0.405
T3406_1,314.7,0.102
T3322_1,153.6,-0.371
AC361_3,333.9,0.179
T11193_1,192.3,-0.222
T11202_2,304.0,0.222
T11128_2,264.5,-0.038
L340_2,293.8,0.187
AC371_3,281.5,0.034
L338_2,307.5,0.222
T3314_2,183.2,-0.298
T3329_1,343.3,0.271
T11267_2,282.6,0.053
T11267_1,347.6,0.159
T11190_1,177.2,-0.815
AC346_2,253.8,-0.06
T3321_2,289.9,0.16
AC502_5,165.4,-0.926
T11190_2,190.5,-0.749
T11236_2,281.6,0.041
T11200_1,350.1,0.668
AC485_2,296.8,0.047
AC369_3,264.8,-0.034
T11236_1,261.9,-0.022
T11164_1,54.0,0.432
T11164_2,331.2,0.19
AC213_6,291.7,0.065
T11208_2,174.4,-0.529
T11245_2,17.4,0.253
T3301_1,184.1,-0.712
L344_1,131.7,-0.095
T15767_2,208.3,-0.544
T3305_2,164.6,-0.504
T11156_1,222.8,-0.584
AC490_2,12.6,0.92
T3211_2,336.8,0.613
AC267_1,289.1,0.059
T3211_1,33.8,0.571
T11196_2,206.7,-0.437
AC473_2,306.2,0.033
T11250_2,319.9,0.179
T11250_1,68.1,0.106
T15767_1,155.5,-0.601
T11284_1,141.1,-0.037
L339_2,310.2,0.045
T11259_1,209.8,-0.123
AC501_2,316.7,0.114
T11210_1,346.0,0.171
AC305_4,204.4,-0.474
T11326_2,233.6,-0.323
AC307_2,175.2,-0.506
T11367_2,130.4,-0.28
T16969_1,173.5,-0.742
T11210_2,289.1,0.055
T16994_1,347.9,0.345
AC442_2,278.7,0.018
T11065_2,232.2,-0.332
AC373_2,87.5,0.034
T17872_2,348.4,0.666
T11230_2,311.0,0.18
T17872_1,65.8,0.33
T11199_2,326.8,0.391
AC502_2,266.0,-0.011
AC475_2,4.1,0.619
AC421_5,265.0,-0.012
T3321_1,185.2,-0.239
T3323_2,189.4,-0.188
T11255_1,148.2,-0.346
T11255_2,198.0,-0.507
T15504_2,231.9,-0.293
T11329_2,232.7,-0.355
T11216_2,219.3,-0.422
AC470_2,172.8,-0.538
T11212_2,167.1,-0.273
AC489_2,308.8,0.048
T3317_1,357.2,0.29
AC346_3,219.7,-0.144
T11281_2,205.0,-0.178
T11212_1,152.5,-0.553
T11203_1,292.8,0.127
T11199_1,44.3,0.432
AC373_1,1.1,0.678
AC473_3,229.9,-0.427
T11194_1,152.3,-0.431
T11343_1,147.1,-0.395
T11235_2,34.6,0.21
T11205_1,175.9,-0.823
T11198_1,171.1,-0.453
T11260_2,226.8,-0.458
T11260_1,159.8,-0.702
T11166_2,111.0,-0.164
T11202_1,149.7,-0.619
T11367_1,164.2,-0.423
T11227_2,210.3,-0.292
T11194_2,169.3,-0.551
T3406_2,211.2,-0.322
AC499_1,171.8,-0.602
T16994_2,247.1,-0.086
T3317_2,276.8,0.004
T3301_2,207.6,-0.68
T11073_2,322.3,0.673
T11253_1,44.1,0.334
T17519_2,220.1,-0.118
T11197_2,220.3,-0.718
T11328_2,197.2,-0.291
AC346_1,165.9,-0.721
T11198_2,221.8,-0.483
AC490_1,232.5,-0.155
T11328_1,168.2,-0.31
T11178_1,326.4,0.473
T17903_2,325.6,0.373
T11178_2,291.8,0.26
T11117_1,317.8,0.122
T16968_1,205.5,-0.229
T11232_1,167.8,-0.183
AC489_3,215.2,-0.087
T11240_1,333.0,0.586
T11231_2,201.4,-0.767
T11240_2,320.1,0.478
AC303_4,323.6,0.559
AC485_3,243.4,-0.103
AC442_3,272.2,0.003
T11224_2,281.1,0.098
AC475_1,294.9,0.078
T11227_1,139.1,-0.488
T3270_2,293.8,0.236
T11329_1,171.4,-0.562
T11272_2,280.3,0.115
T11272_1,358.7,0.36
T11224_1,216.6,-0.217
T11268_1,124.7,-0.362
T11268_2,184.6,-0.61
T11352_2,355.4,0.567
AC502_1,233.1,-0.158
T17520_2,226.0,-0.093
T17520_1,11.5,0.044
T11252_2,146.0,-0.269
AC365_4,289.0,0.086
T11282_1,105.1,-0.081
T11282_2,303.1,0.281
T3184_2,282.3,0.093
T3184_1,58.6,0.118
T3329_2,256.0,-0.084
T3306_1,176.4,-0.754
T11319_2,311.9,0.421
T11387_2,272.4,0.027
T11155_2,289.2,0.205
T11155_1,335.0,0.642
T3239_2,348.0,0.721
T11242_2,346.7,0.178
T3156_2,345.9,0.068
T11297_1,55.5,0.145
T11297_2,265.6,-0.015
T11300_2,282.3,0.033
T11300_1,67.2,0.11
T11263_1,38.7,0.106
T11366_1,0.9,0.292
AC488_3,335.0,0.315
AC361_4,241.1,-0.243
T11254_2,229.8,-0.191
T3334_2,4.8,0.155
T11263_2,297.0,0.068
T11200_2,311.1,0.33
AC502_4,200.3,-0.241
AC324_2,269.1,-0.004
T11294_2,304.2,0.102
T3330_1,302.0,0.165
T11347_1,138.4,-0.234
T11231_1,196.7,-0.853
L346_3,304.2,0.164
T3349_1,270.8,0.005
T11217_2,262.6,-0.086
T11131_2,331.6,0.342
AC476_1,63.8,0.088
T11347_2,213.8,-0.573
AC369_2,220.2,-0.2
T11046_2,315.2,0.631
L341_3,344.9,0.182
T3331_1,281.5,0.013
T3346_2,220.1,-0.488
T3346_1,174.9,-0.604
AC363_2,28.3,0.245
T16993_2,274.6,0.039
T16993_1,50.2,0.516
AC371_4,204.8,-0.188
T3287_2,54.0,0.45
AC491_1,36.7,0.695
T11221_1,200.5,-0.279
AC490_3,231.9,-0.03
T11254_1,169.0,-0.253
T3349_2,271.4,0.013
T11331_1,34.2,0.322
T11286_1,355.1,0.178
T11309_2,276.5,0.033
T11286_2,339.3,0.208
T3339_1,173.6,-0.35
T11331_2,241.9,-0.184
T11266_1,147.1,-0.073
T11266_2,345.5,0.161
T3343_2,222.0,-0.156
T11332_1,94.4,-0.034
T11269_2,120.0,-0.319
L342_1,15.9,0.646
T11206_1,172.7,-0.763
L340_3,304.2,0.103
T11309_1,222.1,-0.116
T3342_2,349.4,0.127
T11197_1,214.1,-0.69
T11387_1,129.6,-0.406
T11332_2,141.7,-0.275
T11206_2,203.8,-0.822
T3339_2,189.1,-0.539
T17903_1,156.4,-0.359
T11382_1,61.8,0.048
T11382_2,315.4,0.028
T11288_1,34.2,0.392
T11392_2,354.1,0.673
T11046_1,330.6,0.754
AC476_2,135.3,-0.02
T11288_2,324.3,0.178
T11245_1,227.6,-0.123
AC213_2,100.8,-0.002
AC487_4,305.9,0.072
AC365_1,133.0,-0.419
AC486_1,3.1,0.9
T11366_2,155.6,-0.114
T11221_2,199.4,-0.183
T11338_2,327.8,0.288
T11311_1,19.4,0.2
AC476_3,236.6,-0.317
T3342_1,188.2,-0.335
L341_1,296.5,0.068
AC501_3,190.8,-0.362
L342_3,228.9,-0.016
T11278_1,150.1,-0.554
AC475_3,204.3,-0.499
AC267_2,186.7,-0.578
AC235_2,312.6,0.187
T11349_2,315.9,0.089
T11349_1,74.5,0.015
T11375_2,15.2,0.084
T11383_2,286.2,0.126
T11114_1,6.1,0.725
T3266_1,300.5,0.216
T11114_2,314.1,0.404
T11170_2,315.1,0.442
AC488_2,286.4,0.037
AC324_1,189.0,-0.229
T11283_2,135.3,-0.621
T11302_2,242.4,-0.155
T11262_2,359.7,0.562
AC375_3,302.8,0.267
T11262_1,14.5,0.689
AC369_1,145.9,-0.401
T11390_1,130.0,-0.034
AC281_4,16.9,0.689
T11408_1,286.0,0.085
T11311_2,264.3,-0.01
AC491_2,222.0,-0.23
AC492_1,46.6,0.583
AC491_3,238.5,-0.072
T17542_1,179.9,-0.279
AC492_4,296.4,0.233
T11338_1,163.1,-0.168
T11314_1,69.0,0.136
T11226_1,328.4,0.673
L344_2,100.5,-0.06
T11319_1,269.6,-0.004
T11232_2,213.4,-0.673
T11261_1,139.8,-0.672
T3265_2,336.1,0.314
T11304_2,350.0,0.255
T3290_1,298.6,0.34
T3290_2,301.1,0.413
T11304_1,350.8,0.421
T11369_1,359.0,0.355
T11285_1,321.2,0.3
T11226_2,310.0,0.551
T11384_1,344.0,0.291
T16992_2,323.3,0.592
T11352_1,248.8,-0.139
AC303_1,144.7,-0.546
T11287_2,347.2,0.114
T11261_2,155.0,-0.767
T11392_1,144.2,-0.289
T11314_2,196.8,-0.423
AC303_2,232.4,-0.096
T17542_2,251.4,-0.08
T11322_1,34.2,0.399
T3343_1,138.6,-0.577
T16998_2,283.5,0.101
AC365_2,216.3,-0.184
T11253_2,327.3,0.021
T3269_1,329.7,0.479
T11117_2,323.2,0.067
T3331_2,314.7,0.085
T11209_1,5.8,0.319
T3269_2,314.2,0.362
AC492_2,246.3,-0.087
T11383_1,220.7,-0.432
AC487_1,163.5,-0.11
T11280_2,231.5,-0.527
T11285_2,188.2,-0.265
AC363_1,84.7,0.058
T3156_1,347.2,0.078
T11248_1,128.9,-0.48
T11290_1,358.8,0.645
T11317_2,333.0,0.819
T11278_2,154.2,-0.543
T3239_1,266.0,-0.047
L343_2,270.1,0.001
T11293_2,301.3,0.132
AC486_4,325.3,0.096
T11256_1,24.5,0.207
T11302_1,241.0,-0.191
AC442_4,161.5,-0.384
T11209_2,285.1,0.079
T3219_2,352.8,0.242
T3219_1,34.3,0.406
AC487_2,227.2,-0.098
T11258_2,204.1,-0.567
T11294_1,29.5,0.038
T3266_2,289.9,0.165
T11317_1,89.8,0.002
AC493_1,54.8,0.544
AC303_3,146.6,-0.668
AC281_3,272.1,0.007
T11252_1,152.0,-0.276
T11397_2,24.3,0.54
T11293_1,161.7,-0.154
T11287_1,210.3,-0.05
L343_3,302.5,0.134
T11256_2,223.7,-0.114
AC492_3,204.3,-0.111
T11296_1,142.0,-0.286
T11296_2,278.7,0.087
T11242_1,46.9,0.062
AC488_1,188.3,-0.087
T3265_1,285.2,0.084
T11369_2,356.7,0.32
T3287_1,86.0,0.039
T3341_2,246.1,-0.149
T3334_1,1.5,0.258
AC373_3,339.3,0.219
T3313_1,348.3,0.872
T3330_2,265.3,-0.019
T11292_2,211.8,-0.257
T3307_2,307.8,0.084
T3307_1,27.1,0.291
T11348_2,263.0,-0.029
AC477_2,14.8,0.269
T3313_2,303.3,0.463
AC371_1,276.6,0.021
AC365_3,177.9,-0.292
T14992_2,329.4,0.141
T11400_1,353.5,0.632
T11184_1,338.1,0.148
AC478_2,97.9,-0.033
T11348_1,147.5,-0.115
T11184_2,71.8,0.083
AC371_2,328.0,0.128
L344_3,292.1,0.085
AC235_3,224.3,-0.528
T11249_2,216.5,-0.49
T11248_2,178.7,-0.694
T3240_2,303.6,0.289
T11289_1,130.1,-0.441
T11289_2,140.7,-0.566
AC478_1,251.7,-0.081
T11280_1,185.8,-0.694
T11384_2,240.1,-0.198
T14993_1,41.5,0.102
AC281_2,189.9,-0.665
T11292_1,171.8,-0.426
T11370_1,4.6,0.681
T11359_2,3.0,0.736
T11340_1,163.6,-0.082
T11359_1,14.6,0.677
T11170_1,32.0,0.399
AC234_5,237.4,-0.251
T11346_1,24.4,0.594
AC477_4,225.5,-0.482
AC486_3,269.3,-0.002
T11249_1,222.2,-0.601
AC281_1,167.7,-0.562
AC493_2,336.1,0.19
AC493_3,238.1,-0.046
AC363_3,304.1,0.108
AC213_3,254.7,-0.128
L344_5,300.0,0.044
T11274_2,238.6,-0.12
T3335_2,271.8,0.006
L341_2,221.0,-0.146
T11258_1,199.3,-0.803
L342_2,88.1,0.008
T11290_2,307.7,0.259
T3328_2,195.9,-0.469
T3328_1,191.5,-0.424
T11307_2,214.1,-0.304
T11375_1,182.0,-0.154
AC477_3,266.7,-0.006
T11396_1,35.2,0.097
T11437_1,15.6,0.207
T11381_2,4.9,0.348
T11396_2,311.1,0.163
T11351_2,290.4,0.073
T11414_2,355.8,0.391
T11381_1,354.9,0.423
T11395_1,323.5,0.179
T11351_1,328.0,0.101
L344_4,211.2,-0.068
T14997_2,8.9,0.074
T11298_1,11.2,0.075
T11434_1,73.0,0.076
AC484_5,309.8,0.1
L345_1,155.4,-0.289
T11444_2,322.3,0.695
T11444_1,55.8,0.484
T11283_1,144.5,-0.656
T11340_2,185.1,-0.416
T11390_2,149.2,-0.063
T11307_1,177.6,-0.604
T11370_2,351.8,0.689
T11408_2,187.9,-0.255
AC235_4,133.3,-0.052
T11271_2,217.9,-0.177
AC478_3,282.2,0.076
T11320_1,312.9,0.342
T11271_1,168.7,-0.479
T14988_2,33.1,0.416
T3308_2,11.9,0.264
AC484_1,129.0,-0.306
T3308_1,31.0,0.302
T3362_2,13.0,0.143
T11434_2,351.9,0.264
T11274_1,160.4,-0.568
T3341_1,171.3,-0.545
AC487_3,172.8,-0.252
T11397_1,66.0,0.203
T11298_2,254.2,-0.018
T11402_2,163.6,-0.198
T11315_1,246.0,-0.289
AC486_2,166.4,-0.333
T11402_1,95.4,-0.027
T11353_2,213.6,-0.39
T3338_2,267.1,-0.039
T11330_2,317.0,0.143
T11306_1,16.2,0.111
T11437_2,122.3,-0.197
T11323_2,282.4,0.024
T11275_1,155.2,-0.204
T3362_1,157.8,-0.456
L343_1,57.9,0.087
T16992_1,199.3,-0.789
T11275_2,202.6,-0.609
AC375_6,1.3,0.155
T3300_2,274.8,0.017
T3300_1,35.2,0.176
L346_4,252.3,-0.16
T11322_2,69.6,0.123
AC216_1,254.4,-0.173
L346_2,269.0,-0.007
T11276_1,3.0,0.637
T14997_1,32.2,0.071
T11377_2,302.0,0.123
T3337_1,39.7,0.354
T11276_2,267.1,-0.011
T16998_1,174.5,-0.739
AC477_1,217.9,-0.468
T16990_1,353.1,0.626
T3336_1,67.8,0.303
T11385_1,170.4,-0.388
AC484_2,162.8,-0.554
T11176_2,341.2,0.136
T11430_2,339.8,0.558
T16987_1,8.0,0.76
T11428_2,315.7,0.193
T11295_1,156.1,-0.836
T11414_1,354.4,0.183
L346_1,71.9,0.081
T11385_2,174.5,-0.138
AC484_3,280.8,0.021
T11176_1,358.0,0.253
AC213_4,10.2,0.167
T14996_2,304.9,0.152
T14996_1,86.0,0.009
T11312_1,139.8,-0.501
T3358_2,285.6,0.102
AC483_4,316.1,0.466
T16988_1,358.0,0.835
T3340_2,214.5,-0.622
T16997_2,342.7,0.721
T14988_1,222.9,-0.331
T3337_2,198.6,-0.385
AC478_4,232.8,-0.333
T16987_2,236.8,-0.211
T11306_2,206.3,-0.21
T14993_2,210.5,-0.152
T11303_1,358.2,0.876
T3358_1,55.9,0.09
T11447_2,293.9,0.039
T11303_2,323.8,0.263
T11400_2,315.9,0.07
T16989_1,357.2,0.824
T11431_2,316.0,0.442
T11431_1,19.6,0.824
T11316_1,155.4,-0.706
AC423_8,227.1,-0.097
T16984_1,357.7,0.837
T11273_1,336.7,0.394
T11330_1,123.4,-0.06
T11327_1,191.9,-0.527
AC281_5,228.2,-0.503
AC483_1,138.9,-0.239
T11305_1,203.3,-0.219
T16986_2,351.4,0.675
T11305_2,172.2,-0.608
T3374_2,322.7,0.344
T3374_1,44.1,0.274
T11327_2,212.1,-0.37
T11324_1,288.9,0.111
T11279_1,35.0,0.365
T11316_2,183.1,-0.71
T17666_2,336.2,0.271
T11279_2,352.4,0.443
T14992_1,176.7,-0.262
T3338_1,155.2,-0.779
T11346_2,355.9,0.499
T11395_2,242.4,-0.156
T16988_2,202.3,-0.379
T17661_2,353.5,0.146
T11457_1,359.6,0.536
T11353_1,147.1,-0.343
AC484_4,194.7,-0.128
T11321_1,180.4,-0.701
T11358_1,46.3,0.111
T11358_2,281.9,0.05
AC494_1,35.5,0.775
T16985_2,313.3,0.458
T11318_1,171.8,-0.607
T11318_2,219.9,-0.506
T11336_2,232.7,-0.435
T3310_2,339.9,0.114
T17662_1,5.0,0.42
T11421_2,302.0,0.157
T11312_2,168.4,-0.676
T11356_2,320.4,0.486
T16991_1,19.1,0.399
T3363_1,339.5,0.451
T3340_1,156.4,-0.641
T11356_1,264.8,-0.045
T11368_2,246.7,-0.095
T11459_2,244.1,-0.103
T11459_1,108.0,-0.08
T11389_1,8.0,0.398
T11323_1,183.2,-0.114
T11457_2,249.3,-0.142
T3240_1,293.3,0.179
AC483_3,273.7,0.008
T17661_1,128.8,-0.189
T16989_2,189.5,-0.637
T11321_2,210.8,-0.692
AC375_2,316.1,0.158
AC423_4,250.6,-0.053
T16990_2,188.7,-0.226
T11439_2,252.8,-0.007
T11333_2,197.6,-0.593
T11419_2,11.4,0.282
T17660_1,127.4,-0.193
T17660_2,262.9,-0.033
T3335_1,224.8,-0.084
T3357_2,30.3,0.441
T3309_1,69.9,0.232
T11377_1,267.3,-0.009
AC494_2,316.7,0.111
AC432_4,236.3,-0.099
T11419_1,357.0,0.221
T3309_2,358.4,0.317
T11325_1,224.8,-0.142
T11334_1,193.9,-0.255
AC483_2,290.1,0.04
T11308_1,122.2,-0.266
AC494_3,278.6,0.009
T3355_1,308.0,0.139
T11295_2,156.8,-0.807
T11470_1,326.6,0.172
T11435_2,216.1,-0.104
T11446_2,335.2,0.323
AC423_5,261.2,-0.032
AC428_1,242.7,-0.07
AC425_2,340.6,0.732
T11361_2,223.2,-0.381
T11333_1,157.7,-0.767
T11474_1,311.3,0.259
L345_2,308.4,0.138
AC425_3,266.5,-0.023
T11308_2,183.9,-0.535
T11334_2,191.5,-0.167
T11362_1,157.9,-0.245
T11362_2,184.6,-0.382
T11364_2,256.3,-0.118
